-2.2,1
-7.4,2
-5.8,3
-6.8,4
-3.2,5
-3.3,6
-4.4,7
-3.8,8
-2.5,9
1.9,10
5.2,11
2.2,12
3.2,13
1.5,14
0.9,15
-1.4,16
-3.4,17
-1.9,18
-6.0,19
-6.8,20
-7.9,21
-6.5,22
-0.3,23
1.1,24
1.0,25
-2.4,26
-3.9,27
-4.5,28
-5.1,29
-2.3,30
1.4,31
-1.6,32
-1.5,33
1.3,34
-7.0,35
-6.8,36
-5.0,37
-2.8,38
-1.8,39
-1.6,40
-3.0,41
-9.5,42
-11.4,43
-7.6,44
-5.5,45
-1.7,46
-0.8,47
-3.5,48
-4.6,49
-4.0,50
-5.7,51
-1.8,52
-1.5,53
6.3,54
1.9,55
0.3,56
-2.6,57
-3.9,58
-4.7,59
-5.0,60
-4.2,61
-7.5,62
-9.6,63
-8.9,64
-9.9,65
-8.6,66
-7.5,67
-7.4,68
-8.3,69
-4.5,70
-2.0,71
-6.0,72
-4.8,73
-2.1,74
0.8,75
1.9,76
-0.9,77
1.1,78
-1.5,79
-2.3,80
-3.1,81
-3.1,82
-2.7,83
-2.7,84
-0.9,85
-0.3,86
2.2,87
2.6,88
3.5,89
1.5,90
2.2,91
1.5,92
2.4,93
1.6,94
1.9,95
0.9,96
2.6,98
2.0,99
4.1,100
2.1,101
2.5,102
3.4,103
6.2,104
5.8,105
3.8,106
4.6,107
5.7,108
5.8,109
6.9,110
6.2,111
6.8,112
7.0,113
7.0,114
7.1,115
7.6,116
6.8,117
7.0,118
6.2,119
9.4,120
5.5,121
6.3,122
10.4,123
14.5,124
16.3,125
15.9,126
17.0,127
18.8,128
18.3,129
18.4,130
17.0,131
13.3,132
10.6,133
9.6,134
8.6,135
9.6,136
8.5,137
8.9,138
10.6,139
10.5,140
10.7,141
11.0,142
11.0,143
10.2,144
9.3,145
10.3,146
11.5,147
12.1,148
13.5,149
11.7,150
11.1,151
12.8,152
14.8,153
14.6,154
12.7,155
13.2,156
14.5,157
15.2,158
15.1,159
17.8,160
17.7,161
17.4,162
20.2,163
20.0,164
17.9,165
17.9,166
18.1,167
18.8,168
18.3,169
16.9,170
16.8,171
14.6,172
12.0,173
14.5,174
14.7,175
15.0,176
16.7,177
12.8,178
14.7,179
17.7,180
18.4,181
20.2,182
19.5,183
20.0,184
21.6,185
21.7,186
22.2,187
21.5,188
20.3,189
17.3,190
19.6,191
14.7,192
16.0,193
17.8,194
16.4,195
17.9,196
18.3,197
20.0,198
19.6,199
18.9,200
21.5,201
21.9,202
22.9,203
20.4,204
21.3,205
23.8,206
23.6,207
22.9,208
21.1,209
21.0,210
19.2,211
18.6,212
19.7,213
19.5,214
21.2,215
21.5,216
22.3,217
21.8,218
19.8,219
18.8,220
18.3,221
17.8,222
17.8,223
20.1,224
19.9,225
17.0,226
16.2,227
15.8,228
18.0,229
17.3,230
16.3,231
17.8,232
17.2,233
18.6,234
17.1,235
17.3,236
16.4,237
16.9,238
17.9,239
16.2,240
14.6,241
15.1,242
14.8,243
15.5,244
15.8,245
14.8,246
15.9,247
17.2,248
13.1,249
12.7,250
13.6,251
15.1,252
14.3,253
14.3,254
16.0,255
16.3,256
16.4,257
16.4,258
12.1,259
13.4,260
15.1,261
15.2,262
14.3,263
16.7,264
15.2,265
15.6,266
15.1,267
16.5,268
15.5,269
15.5,270
14.9,271
13.9,272
13.4,273
13.7,274
13.0,275
12.5,276
12.4,277
10.3,278
9.1,279
12.6,280
11.4,281
8.9,282
12.2,283
10.1,284
9.5,285
9.9,286
9.3,287
7.2,288
6.6,289
4.7,290
5.7,291
8.4,292
9.3,293
9.8,294
10.0,295
11.0,296
7.4,297
4.9,298
4.5,299
5.9,300
2.8,301
2.1,302
2.5,303
1.3,304
-2.5,305
-1.0,306
-0.9,307
1.4,308
4.4,309
6.2,310
8.2,311
2.9,312
0.7,313
0.1,314
5.0,315
0.4,316
0.5,317
1.7,318
1.0,319
6.5,320
8.0,321
6.7,322
3.1,323
5.3,324
6.2,325
5.1,326
5.0,327
4.5,328
7.6,329
9.0,330
4.4,331
8.8,332
7.6,333
7.6,334
8.2,335
6.4,336
5.3,337
7.6,338
7.7,339
5.4,340
3.6,341
7.1,342
4.9,343
2.0,344
7.7,345
4.3,346
4.2,347
4.9,348
3.4,349
0.5,350
-2.4,351
-3.2,352
-2.3,353
0.7,354
-2.5,355
-1.5,356
1.4,357
4.0,358
0.0,359
-1.4,360
-0.8,361
-2.8,362
-3.5,363
3.9,364
0.9,365
